"flight_id","flight_no","scheduled_departure","scheduled_arrival","departure_airport","arrival_airport","status","aircraft_code","actual_departure","actual_arrival"
1168,"PG0134","2017-08-02 06:50:00+00","2017-08-02 11:55:00+00","DME","BTK","Arrived","319","2017-08-02 06:54:00+00","2017-08-02 12:00:00+00"
1169,"PG0134","2017-08-18 06:50:00+00","2017-08-18 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1170,"PG0134","2017-07-26 06:50:00+00","2017-07-26 11:55:00+00","DME","BTK","Arrived","319","2017-07-26 06:55:00+00","2017-07-26 12:04:00+00"
1171,"PG0134","2017-07-27 06:50:00+00","2017-07-27 11:55:00+00","DME","BTK","Arrived","319","2017-07-27 06:53:00+00","2017-07-27 12:03:00+00"
1172,"PG0134","2017-07-17 06:50:00+00","2017-07-17 11:55:00+00","DME","BTK","Arrived","319","2017-07-17 06:53:00+00","2017-07-17 11:55:00+00"
1173,"PG0134","2017-09-01 06:50:00+00","2017-09-01 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1174,"PG0134","2017-08-04 06:50:00+00","2017-08-04 11:55:00+00","DME","BTK","Arrived","319","2017-08-04 06:52:00+00","2017-08-04 12:01:00+00"
1175,"PG0134","2017-08-11 06:50:00+00","2017-08-11 11:55:00+00","DME","BTK","Arrived","319","2017-08-11 06:52:00+00","2017-08-11 11:54:00+00"
1176,"PG0134","2017-09-05 06:50:00+00","2017-09-05 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1177,"PG0134","2017-07-21 06:50:00+00","2017-07-21 11:55:00+00","DME","BTK","Arrived","319","2017-07-21 06:52:00+00","2017-07-21 11:58:00+00"
1178,"PG0134","2017-08-17 06:50:00+00","2017-08-17 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1179,"PG0134","2017-09-09 06:50:00+00","2017-09-09 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1180,"PG0134","2017-08-21 06:50:00+00","2017-08-21 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1181,"PG0134","2017-08-23 06:50:00+00","2017-08-23 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1182,"PG0134","2017-08-01 06:50:00+00","2017-08-01 11:55:00+00","DME","BTK","Arrived","319","2017-08-01 06:52:00+00","2017-08-01 12:01:00+00"
1183,"PG0134","2017-07-23 06:50:00+00","2017-07-23 11:55:00+00","DME","BTK","Arrived","319","2017-07-23 06:54:00+00","2017-07-23 11:56:00+00"
1184,"PG0134","2017-08-05 06:50:00+00","2017-08-05 11:55:00+00","DME","BTK","Arrived","319","2017-08-05 06:55:00+00","2017-08-05 11:54:00+00"
1186,"PG0134","2017-08-10 06:50:00+00","2017-08-10 11:55:00+00","DME","BTK","Arrived","319","2017-08-10 06:51:00+00","2017-08-10 12:02:00+00"
1187,"PG0134","2017-09-02 06:50:00+00","2017-09-02 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1188,"PG0134","2017-07-28 06:50:00+00","2017-07-28 11:55:00+00","DME","BTK","Arrived","319","2017-07-28 06:52:00+00","2017-07-28 12:00:00+00"
1189,"PG0134","2017-08-20 06:50:00+00","2017-08-20 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1190,"PG0134","2017-08-22 06:50:00+00","2017-08-22 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1191,"PG0134","2017-09-07 06:50:00+00","2017-09-07 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1192,"PG0134","2017-09-14 06:50:00+00","2017-09-14 11:55:00+00","DME","BTK","Cancelled","319",NULL,NULL
1193,"PG0134","2017-08-25 06:50:00+00","2017-08-25 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1194,"PG0134","2017-07-18 06:50:00+00","2017-07-18 11:55:00+00","DME","BTK","Arrived","319","2017-07-18 06:55:00+00","2017-07-18 11:59:00+00"
1195,"PG0134","2017-09-11 06:50:00+00","2017-09-11 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1196,"PG0134","2017-08-06 06:50:00+00","2017-08-06 11:55:00+00","DME","BTK","Arrived","319","2017-08-06 06:52:00+00","2017-08-06 11:58:00+00"
1197,"PG0134","2017-07-31 06:50:00+00","2017-07-31 11:55:00+00","DME","BTK","Arrived","319","2017-07-31 06:53:00+00","2017-07-31 12:01:00+00"
1198,"PG0134","2017-07-20 06:50:00+00","2017-07-20 11:55:00+00","DME","BTK","Arrived","319","2017-07-20 06:58:00+00","2017-07-20 12:01:00+00"
1199,"PG0134","2017-07-25 06:50:00+00","2017-07-25 11:55:00+00","DME","BTK","Arrived","319","2017-07-25 06:53:00+00","2017-07-25 11:57:00+00"
1200,"PG0134","2017-08-31 06:50:00+00","2017-08-31 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1201,"PG0134","2017-08-15 06:50:00+00","2017-08-15 11:55:00+00","DME","BTK","Arrived","319","2017-08-15 06:52:00+00","2017-08-15 12:00:00+00"
1202,"PG0134","2017-08-09 06:50:00+00","2017-08-09 11:55:00+00","DME","BTK","Arrived","319","2017-08-09 06:53:00+00","2017-08-09 11:59:00+00"
1203,"PG0134","2017-08-03 06:50:00+00","2017-08-03 11:55:00+00","DME","BTK","Arrived","319","2017-08-03 06:51:00+00","2017-08-03 11:58:00+00"
1204,"PG0134","2017-09-13 06:50:00+00","2017-09-13 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1205,"PG0134","2017-08-24 06:50:00+00","2017-08-24 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1206,"PG0134","2017-08-28 06:50:00+00","2017-08-28 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1207,"PG0134","2017-08-19 06:50:00+00","2017-08-19 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1208,"PG0134","2017-08-16 06:50:00+00","2017-08-16 11:55:00+00","DME","BTK","On Time","319",NULL,NULL
1209,"PG0134","2017-07-29 06:50:00+00","2017-07-29 11:55:00+00","DME","BTK","Arrived","319","2017-07-29 06:56:00+00","2017-07-29 12:02:00+00"
1210,"PG0134","2017-08-27 06:50:00+00","2017-08-27 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1211,"PG0134","2017-08-07 06:50:00+00","2017-08-07 11:55:00+00","DME","BTK","Arrived","319","2017-08-07 06:53:00+00","2017-08-07 11:58:00+00"
1212,"PG0134","2017-07-24 06:50:00+00","2017-07-24 11:55:00+00","DME","BTK","Arrived","319","2017-07-24 06:52:00+00","2017-07-24 12:01:00+00"
1213,"PG0134","2017-08-12 06:50:00+00","2017-08-12 11:55:00+00","DME","BTK","Arrived","319","2017-08-12 06:53:00+00","2017-08-12 12:02:00+00"
1214,"PG0134","2017-07-16 06:50:00+00","2017-07-16 11:55:00+00","DME","BTK","Arrived","319","2017-07-16 06:54:00+00","2017-07-16 12:05:00+00"
1215,"PG0134","2017-09-08 06:50:00+00","2017-09-08 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1216,"PG0134","2017-08-30 06:50:00+00","2017-08-30 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1217,"PG0134","2017-08-13 06:50:00+00","2017-08-13 11:55:00+00","DME","BTK","Arrived","319","2017-08-13 06:52:00+00","2017-08-13 12:00:00+00"
1218,"PG0134","2017-09-03 06:50:00+00","2017-09-03 11:55:00+00","DME","BTK","Scheduled","319",NULL,NULL
1219,"PG0134","2017-08-08 06:50:00+00","2017-08-08 11:55:00+00","DME","BTK","Arrived","319","2017-08-08 06:53:00+00","2017-08-08 11:54:00+00"
1220,"PG0134","2017-07-30 06:50:00+00","2017-07-30 11:55:00+00","DME","BTK","Arrived","319","2017-07-30 06:54:00+00","2017-07-30 12:00:00+00"
1221,"PG0005","2017-08-15 12:40:00+00","2017-08-15 14:45:00+00","DME","PKV","Delayed","CN1",NULL,NULL
1222,"PG0005","2017-07-16 12:40:00+00","2017-07-16 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-16 12:44:00+00","2017-07-16 14:50:00+00"
1223,"PG0005","2017-08-20 12:40:00+00","2017-08-20 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1224,"PG0005","2017-08-11 12:40:00+00","2017-08-11 14:45:00+00","DME","PKV","Arrived","CN1","2017-08-11 12:42:00+00","2017-08-11 14:47:00+00"
1225,"PG0005","2017-08-04 12:40:00+00","2017-08-04 14:45:00+00","DME","PKV","Arrived","CN1","2017-08-04 12:42:00+00","2017-08-04 14:47:00+00"
1226,"PG0005","2017-08-29 12:40:00+00","2017-08-29 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1227,"PG0005","2017-08-13 12:40:00+00","2017-08-13 14:45:00+00","DME","PKV","Arrived","CN1","2017-08-13 12:43:00+00","2017-08-13 14:49:00+00"
1228,"PG0005","2017-07-21 12:40:00+00","2017-07-21 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-21 12:44:00+00","2017-07-21 14:51:00+00"
1229,"PG0005","2017-09-05 12:40:00+00","2017-09-05 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1230,"PG0005","2017-09-10 12:40:00+00","2017-09-10 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1231,"PG0005","2017-08-25 12:40:00+00","2017-08-25 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1232,"PG0005","2017-09-08 12:40:00+00","2017-09-08 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1233,"PG0005","2017-07-30 12:40:00+00","2017-07-30 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-30 12:41:00+00","2017-07-30 14:46:00+00"
1234,"PG0005","2017-08-01 12:40:00+00","2017-08-01 14:45:00+00","DME","PKV","Arrived","CN1","2017-08-01 12:45:00+00","2017-08-01 14:50:00+00"
1235,"PG0005","2017-09-03 12:40:00+00","2017-09-03 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1236,"PG0005","2017-08-22 12:40:00+00","2017-08-22 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1237,"PG0005","2017-07-25 12:40:00+00","2017-07-25 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-25 12:40:00+00","2017-07-25 14:46:00+00"
1238,"PG0005","2017-08-27 12:40:00+00","2017-08-27 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1239,"PG0005","2017-09-01 12:40:00+00","2017-09-01 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1240,"PG0005","2017-07-23 12:40:00+00","2017-07-23 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-23 12:42:00+00","2017-07-23 14:46:00+00"
1241,"PG0005","2017-09-12 12:40:00+00","2017-09-12 14:45:00+00","DME","PKV","Cancelled","CN1",NULL,NULL
1242,"PG0005","2017-08-08 12:40:00+00","2017-08-08 14:45:00+00","DME","PKV","Arrived","CN1","2017-08-08 12:43:00+00","2017-08-08 14:48:00+00"
1243,"PG0005","2017-08-06 12:40:00+00","2017-08-06 14:45:00+00","DME","PKV","Arrived","CN1","2017-08-06 12:45:00+00","2017-08-06 14:49:00+00"
1244,"PG0005","2017-07-28 12:40:00+00","2017-07-28 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-28 12:43:00+00","2017-07-28 14:45:00+00"
1245,"PG0005","2017-08-18 12:40:00+00","2017-08-18 14:45:00+00","DME","PKV","Scheduled","CN1",NULL,NULL
1246,"PG0005","2017-07-18 12:40:00+00","2017-07-18 14:45:00+00","DME","PKV","Arrived","CN1","2017-07-18 12:42:00+00","2017-07-18 14:48:00+00"
1247,"PG0168","2017-09-13 17:05:00+00","2017-09-14 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1248,"PG0168","2017-09-11 17:05:00+00","2017-09-12 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1249,"PG0168","2017-07-23 17:05:00+00","2017-07-24 01:55:00+00","DME","UUS","Arrived","319","2017-07-23 17:11:00+00","2017-07-24 02:00:00+00"
1250,"PG0168","2017-08-05 17:05:00+00","2017-08-06 01:55:00+00","DME","UUS","Arrived","319","2017-08-05 17:07:00+00","2017-08-06 01:50:00+00"
1251,"PG0168","2017-09-12 17:05:00+00","2017-09-13 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1252,"PG0168","2017-07-17 17:05:00+00","2017-07-18 01:55:00+00","DME","UUS","Arrived","319","2017-07-17 17:05:00+00","2017-07-18 01:47:00+00"
1253,"PG0168","2017-07-18 17:05:00+00","2017-07-19 01:55:00+00","DME","UUS","Arrived","319","2017-07-18 17:08:00+00","2017-07-19 01:56:00+00"
1254,"PG0168","2017-07-27 17:05:00+00","2017-07-28 01:55:00+00","DME","UUS","Arrived","319","2017-07-27 17:09:00+00","2017-07-28 01:57:00+00"
1255,"PG0168","2017-07-28 17:05:00+00","2017-07-29 01:55:00+00","DME","UUS","Arrived","319","2017-07-28 17:12:00+00","2017-07-29 02:01:00+00"
1256,"PG0168","2017-08-28 17:05:00+00","2017-08-29 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1257,"PG0168","2017-09-07 17:05:00+00","2017-09-08 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1258,"PG0168","2017-08-11 17:05:00+00","2017-08-12 01:55:00+00","DME","UUS","Arrived","319","2017-08-11 17:08:00+00","2017-08-12 01:54:00+00"
1259,"PG0168","2017-08-04 17:05:00+00","2017-08-05 01:55:00+00","DME","UUS","Arrived","319","2017-08-04 17:12:00+00","2017-08-05 02:12:00+00"
1260,"PG0168","2017-08-03 17:05:00+00","2017-08-04 01:55:00+00","DME","UUS","Arrived","319","2017-08-03 17:05:00+00","2017-08-04 01:49:00+00"
1261,"PG0168","2017-08-26 17:05:00+00","2017-08-27 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1262,"PG0168","2017-07-31 17:05:00+00","2017-08-01 01:55:00+00","DME","UUS","Arrived","319","2017-07-31 17:10:00+00","2017-08-01 02:06:00+00"
1263,"PG0168","2017-09-14 17:05:00+00","2017-09-15 01:55:00+00","DME","UUS","Cancelled","319",NULL,NULL
1264,"PG0168","2017-08-25 17:05:00+00","2017-08-26 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1265,"PG0168","2017-08-30 17:05:00+00","2017-08-31 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1266,"PG0168","2017-07-20 17:05:00+00","2017-07-21 01:55:00+00","DME","UUS","Arrived","319","2017-07-20 17:08:00+00","2017-07-21 02:08:00+00"
1267,"PG0168","2017-07-29 17:05:00+00","2017-07-30 01:55:00+00","DME","UUS","Arrived","319","2017-07-29 17:09:00+00","2017-07-30 01:55:00+00"
1268,"PG0168","2017-08-21 17:05:00+00","2017-08-22 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1269,"PG0168","2017-08-13 17:05:00+00","2017-08-14 01:55:00+00","DME","UUS","Arrived","319","2017-08-13 17:10:00+00","2017-08-14 01:57:00+00"
1270,"PG0168","2017-08-17 17:05:00+00","2017-08-18 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1271,"PG0168","2017-08-29 17:05:00+00","2017-08-30 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1272,"PG0168","2017-08-01 17:05:00+00","2017-08-02 01:55:00+00","DME","UUS","Arrived","319","2017-08-01 17:05:00+00","2017-08-02 02:01:00+00"
1273,"PG0168","2017-08-23 17:05:00+00","2017-08-24 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1274,"PG0168","2017-07-21 17:05:00+00","2017-07-22 01:55:00+00","DME","UUS","Arrived","319","2017-07-21 17:08:00+00","2017-07-22 02:09:00+00"
1275,"PG0168","2017-08-27 17:05:00+00","2017-08-28 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1276,"PG0168","2017-08-20 17:05:00+00","2017-08-21 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1277,"PG0168","2017-08-02 17:05:00+00","2017-08-03 01:55:00+00","DME","UUS","Arrived","319","2017-08-02 17:06:00+00","2017-08-03 01:49:00+00"
1278,"PG0168","2017-08-06 17:05:00+00","2017-08-07 01:55:00+00","DME","UUS","Arrived","319","2017-08-06 17:10:00+00","2017-08-07 01:51:00+00"
1279,"PG0168","2017-08-16 17:05:00+00","2017-08-17 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1280,"PG0168","2017-09-10 17:05:00+00","2017-09-11 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1281,"PG0168","2017-08-08 17:05:00+00","2017-08-09 01:55:00+00","DME","UUS","Arrived","319","2017-08-08 17:09:00+00","2017-08-09 01:57:00+00"
1282,"PG0168","2017-09-02 17:05:00+00","2017-09-03 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1283,"PG0168","2017-08-19 17:05:00+00","2017-08-20 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1284,"PG0168","2017-07-30 17:05:00+00","2017-07-31 01:55:00+00","DME","UUS","Arrived","319","2017-07-30 17:08:00+00","2017-07-31 02:02:00+00"
1285,"PG0168","2017-09-08 17:05:00+00","2017-09-09 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1286,"PG0168","2017-09-06 17:05:00+00","2017-09-07 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1287,"PG0168","2017-07-16 17:05:00+00","2017-07-17 01:55:00+00","DME","UUS","Arrived","319","2017-07-16 17:08:00+00","2017-07-17 02:00:00+00"
1288,"PG0168","2017-08-22 17:05:00+00","2017-08-23 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1289,"PG0168","2017-08-14 17:05:00+00","2017-08-15 01:55:00+00","DME","UUS","Arrived","319","2017-08-14 17:07:00+00","2017-08-15 01:53:00+00"
1290,"PG0168","2017-07-26 17:05:00+00","2017-07-27 01:55:00+00","DME","UUS","Arrived","319","2017-07-26 17:06:00+00","2017-07-27 01:50:00+00"
1291,"PG0168","2017-09-09 17:05:00+00","2017-09-10 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1292,"PG0168","2017-09-01 17:05:00+00","2017-09-02 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1293,"PG0168","2017-08-31 17:05:00+00","2017-09-01 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1294,"PG0168","2017-07-24 17:05:00+00","2017-07-25 01:55:00+00","DME","UUS","Arrived","319","2017-07-24 17:06:00+00","2017-07-25 01:59:00+00"
1295,"PG0168","2017-07-22 17:05:00+00","2017-07-23 01:55:00+00","DME","UUS","Arrived","319","2017-07-22 17:07:00+00","2017-07-23 01:56:00+00"
1296,"PG0168","2017-08-09 17:05:00+00","2017-08-10 01:55:00+00","DME","UUS","Arrived","319","2017-08-09 17:09:00+00","2017-08-10 01:52:00+00"
1297,"PG0168","2017-09-03 17:05:00+00","2017-09-04 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1298,"PG0168","2017-08-24 17:05:00+00","2017-08-25 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1299,"PG0168","2017-09-04 17:05:00+00","2017-09-05 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1300,"PG0168","2017-08-18 17:05:00+00","2017-08-19 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1301,"PG0168","2017-08-10 17:05:00+00","2017-08-11 01:55:00+00","DME","UUS","Arrived","319","2017-08-10 17:09:00+00","2017-08-11 01:55:00+00"
1302,"PG0168","2017-07-19 17:05:00+00","2017-07-20 01:55:00+00","DME","UUS","Arrived","319","2017-07-19 17:07:00+00","2017-07-20 01:51:00+00"
1303,"PG0168","2017-08-07 17:05:00+00","2017-08-08 01:55:00+00","DME","UUS","Arrived","319","2017-08-07 17:07:00+00","2017-08-08 02:03:00+00"
1304,"PG0168","2017-08-15 17:05:00+00","2017-08-16 01:55:00+00","DME","UUS","On Time","319",NULL,NULL
1305,"PG0168","2017-08-12 17:05:00+00","2017-08-13 01:55:00+00","DME","UUS","Arrived","319","2017-08-12 17:07:00+00","2017-08-13 01:55:00+00"
1306,"PG0168","2017-07-25 17:05:00+00","2017-07-26 01:55:00+00","DME","UUS","Arrived","319","2017-07-25 17:06:00+00","2017-07-26 01:54:00+00"
1307,"PG0168","2017-09-05 17:05:00+00","2017-09-06 01:55:00+00","DME","UUS","Scheduled","319",NULL,NULL
1308,"PG0144","2017-07-29 14:45:00+00","2017-07-29 23:35:00+00","DME","PKC","Arrived","763","2017-07-29 14:47:00+00","2017-07-29 23:35:00+00"
1309,"PG0144","2017-09-04 14:45:00+00","2017-09-04 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1310,"PG0144","2017-08-03 14:45:00+00","2017-08-03 23:35:00+00","DME","PKC","Arrived","763","2017-08-03 14:51:00+00","2017-08-03 23:37:00+00"
1311,"PG0144","2017-08-14 14:45:00+00","2017-08-14 23:35:00+00","DME","PKC","Arrived","763","2017-08-14 14:49:00+00","2017-08-14 23:40:00+00"
1312,"PG0144","2017-08-26 14:45:00+00","2017-08-26 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1313,"PG0144","2017-07-22 14:45:00+00","2017-07-22 23:35:00+00","DME","PKC","Arrived","763","2017-07-22 14:51:00+00","2017-07-22 23:48:00+00"
1314,"PG0144","2017-07-31 14:45:00+00","2017-07-31 23:35:00+00","DME","PKC","Arrived","763","2017-07-31 14:47:00+00","2017-07-31 23:31:00+00"
1315,"PG0144","2017-07-17 14:45:00+00","2017-07-17 23:35:00+00","DME","PKC","Arrived","763","2017-07-17 14:46:00+00","2017-07-17 23:40:00+00"
1316,"PG0144","2017-09-14 14:45:00+00","2017-09-14 23:35:00+00","DME","PKC","Cancelled","763",NULL,NULL
1317,"PG0144","2017-08-07 14:45:00+00","2017-08-07 23:35:00+00","DME","PKC","Arrived","763","2017-08-07 14:48:00+00","2017-08-07 23:41:00+00"
1318,"PG0144","2017-08-17 14:45:00+00","2017-08-17 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1319,"PG0144","2017-07-27 14:45:00+00","2017-07-27 23:35:00+00","DME","PKC","Arrived","763","2017-07-27 14:48:00+00","2017-07-27 23:34:00+00"
1320,"PG0144","2017-09-09 14:45:00+00","2017-09-09 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1321,"PG0144","2017-08-12 14:45:00+00","2017-08-12 23:35:00+00","DME","PKC","Arrived","763","2017-08-12 14:51:00+00","2017-08-12 23:40:00+00"
1322,"PG0144","2017-07-20 14:45:00+00","2017-07-20 23:35:00+00","DME","PKC","Arrived","763","2017-07-20 14:48:00+00","2017-07-20 23:38:00+00"
1323,"PG0144","2017-08-19 14:45:00+00","2017-08-19 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1324,"PG0144","2017-08-10 14:45:00+00","2017-08-10 23:35:00+00","DME","PKC","Arrived","763","2017-08-10 14:47:00+00","2017-08-10 23:32:00+00"
1325,"PG0144","2017-08-31 14:45:00+00","2017-08-31 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1326,"PG0144","2017-08-05 14:45:00+00","2017-08-05 23:35:00+00","DME","PKC","Arrived","763","2017-08-05 14:47:00+00","2017-08-05 23:33:00+00"
1327,"PG0144","2017-08-28 14:45:00+00","2017-08-28 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1328,"PG0144","2017-09-02 14:45:00+00","2017-09-02 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1329,"PG0144","2017-09-11 14:45:00+00","2017-09-11 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1330,"PG0144","2017-08-24 14:45:00+00","2017-08-24 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1331,"PG0144","2017-09-07 14:45:00+00","2017-09-07 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1332,"PG0144","2017-07-24 14:45:00+00","2017-07-24 23:35:00+00","DME","PKC","Arrived","763","2017-07-24 14:47:00+00","2017-07-24 23:38:00+00"
1333,"PG0144","2017-08-21 14:45:00+00","2017-08-21 23:35:00+00","DME","PKC","Scheduled","763",NULL,NULL
1334,"PG0519","2017-09-02 08:05:00+00","2017-09-02 12:30:00+00","DME","ABA","Scheduled","319",NULL,NULL
1335,"PG0519","2017-07-29 08:05:00+00","2017-07-29 12:30:00+00","DME","ABA","Arrived","319","2017-07-29 08:08:00+00","2017-07-29 12:29:00+00"
1336,"PG0519","2017-08-26 08:05:00+00","2017-08-26 12:30:00+00","DME","ABA","Scheduled","319",NULL,NULL
1337,"PG0519","2017-08-19 08:05:00+00","2017-08-19 12:30:00+00","DME","ABA","Scheduled","319",NULL,NULL
1338,"PG0519","2017-08-15 08:05:00+00","2017-08-15 12:30:00+00","DME","ABA","Arrived","319","2017-08-15 08:10:00+00","2017-08-15 12:40:00+00"
1339,"PG0519","2017-08-01 08:05:00+00","2017-08-01 12:30:00+00","DME","ABA","Arrived","319","2017-08-01 08:06:00+00","2017-08-01 12:36:00+00"
1340,"PG0519","2017-08-29 08:05:00+00","2017-08-29 12:30:00+00","DME","ABA","Scheduled","319",NULL,NULL
1341,"PG0519","2017-07-18 08:05:00+00","2017-07-18 12:30:00+00","DME","ABA","Arrived","319","2017-07-18 08:08:00+00","2017-07-18 12:32:00+00"
1342,"PG0519","2017-08-05 08:05:00+00","2017-08-05 12:30:00+00","DME","ABA","Arrived","319","2017-08-05 08:08:00+00","2017-08-05 12:37:00+00"
1343,"PG0519","2017-08-12 08:05:00+00","2017-08-12 12:30:00+00","DME","ABA","Arrived","319","2017-08-12 08:07:00+00","2017-08-12 12:30:00+00"
