"book_ref","book_date","total_amount"
"0B6410","2017-08-13 01:09:00+00","46400.00"
"0B6438","2017-07-01 14:04:00+00","257500.00"
"0B6464","2017-08-09 02:07:00+00","304800.00"
"0B649C","2017-08-01 11:33:00+00","19800.00"
"0B64FF","2017-08-03 22:08:00+00","56000.00"
"0B6517","2017-07-05 06:45:00+00","20200.00"
"0B6584","2017-07-28 20:11:00+00","49800.00"
"0B65A0","2017-08-15 10:35:00+00","27800.00"
"0B65C2","2017-07-04 13:31:00+00","21400.00"
"0B662D","2017-08-12 20:00:00+00","53600.00"
"0B66D1","2017-08-01 10:43:00+00","67400.00"
"0B6707","2017-07-12 05:54:00+00","70800.00"
"0B6761","2017-08-06 10:10:00+00","47100.00"
"0B67A1","2017-08-03 11:54:00+00","46300.00"
"0B67B2","2017-07-04 23:06:00+00","278400.00"
"0B6813","2017-07-10 00:52:00+00","70600.00"
"0B6838","2017-08-03 02:02:00+00","135400.00"
"0B68C2","2017-07-27 03:19:00+00","73100.00"
"0B68F7","2017-08-10 03:27:00+00","32700.00"
"0B692D","2017-08-11 00:25:00+00","21200.00"
"0B6954","2017-07-14 05:43:00+00","202300.00"
"0B6A7C","2017-06-28 08:51:00+00","53300.00"
"0B6AA1","2017-07-14 03:45:00+00","26700.00"
"0B6AC5","2017-07-12 17:33:00+00","114800.00"
"0B6AF0","2017-07-06 00:28:00+00","14400.00"
"0B6B18","2017-08-04 16:53:00+00","62800.00"
"0B6B69","2017-07-19 16:58:00+00","193600.00"
"0B6B88","2017-07-24 12:08:00+00","59700.00"
"0B6C01","2017-08-08 11:48:00+00","136600.00"
"0B6CD2","2017-07-27 04:08:00+00","32200.00"
"0B6D29","2017-07-18 11:08:00+00","14000.00"
"0B6D34","2017-08-15 07:59:00+00","135300.00"
"0B6DA9","2017-08-13 19:51:00+00","21800.00"
"0B6DB9","2017-07-17 17:10:00+00","62600.00"
"0B6DC0","2017-07-07 18:38:00+00","260900.00"
"0B6E8A","2017-08-11 08:01:00+00","19600.00"
"0B6EC6","2017-07-24 01:20:00+00","40200.00"
"0B6F4A","2017-08-01 18:28:00+00","79600.00"
"0B6F56","2017-07-21 20:23:00+00","48500.00"
"0B6FB3","2017-07-13 16:19:00+00","46000.00"
"0B6FC9","2017-07-06 17:10:00+00","46000.00"
"0B6FDC","2017-07-24 06:21:00+00","81300.00"
"0B705A","2017-07-28 12:23:00+00","23200.00"
"0B70CD","2017-07-18 10:12:00+00","43600.00"
"0B70D2","2017-07-08 16:22:00+00","36900.00"
"0B70E0","2017-07-25 20:06:00+00","32500.00"
"0B7104","2017-07-19 17:40:00+00","19100.00"
"0B7126","2017-07-25 02:35:00+00","26000.00"
"0B714A","2017-08-14 12:22:00+00","12200.00"
"0B71D3","2017-07-22 12:34:00+00","26200.00"
"0B722B","2017-07-28 01:59:00+00","40600.00"
"0B725A","2017-07-31 18:07:00+00","55800.00"
"0B72B0","2017-08-06 11:08:00+00","75300.00"
"0B72F2","2017-06-30 21:04:00+00","492000.00"
"0B7325","2017-07-02 02:41:00+00","29400.00"
"0B736C","2017-07-01 21:45:00+00","56600.00"
"0B736F","2017-07-19 10:26:00+00","49200.00"
"0B73BB","2017-08-03 06:51:00+00","42400.00"
"0B7406","2017-08-12 04:29:00+00","154300.00"
"0B741A","2017-07-04 12:18:00+00","73200.00"
"0B7513","2017-07-28 02:59:00+00","152500.00"
"0B75EB","2017-07-08 14:37:00+00","147900.00"
"0B7601","2017-07-12 11:08:00+00","111600.00"
"0B765C","2017-08-15 06:57:00+00","180500.00"
"0B76CF","2017-07-26 00:53:00+00","61900.00"
"0B76D1","2017-07-12 18:31:00+00","26800.00"
"0B76E2","2017-08-13 07:21:00+00","55800.00"
"0B76F3","2017-08-03 14:04:00+00","24700.00"
"0B772A","2017-07-19 09:16:00+00","128900.00"
"0B77D4","2017-07-16 09:58:00+00","62900.00"
"0B7806","2017-07-07 11:59:00+00","66800.00"
"0B786C","2017-08-15 13:15:00+00","34000.00"
"0B789E","2017-07-28 03:36:00+00","155600.00"
"0B78AF","2017-08-07 12:03:00+00","47200.00"
"0B7925","2017-07-12 22:17:00+00","42000.00"
"0B7954","2017-08-04 18:08:00+00","25000.00"
"0B7A1E","2017-07-26 15:58:00+00","119300.00"
"0B7A79","2017-07-22 08:02:00+00","57800.00"
"0B7ABD","2017-07-05 13:49:00+00","146300.00"
"0B7ABE","2017-07-05 17:35:00+00","123000.00"
"0B7AEF","2017-07-09 12:15:00+00","147700.00"
"0B7B13","2017-08-04 19:08:00+00","120700.00"
"0B7B6F","2017-07-03 07:01:00+00","66600.00"
"0B7BA8","2017-07-09 02:36:00+00","70500.00"
"0B7C0E","2017-07-28 16:30:00+00","28000.00"
"0B7C12","2017-08-10 21:27:00+00","46300.00"
"0B7D49","2017-08-03 19:03:00+00","179500.00"
"0B7DD4","2017-06-30 07:58:00+00","24300.00"
"0B7DEC","2017-07-01 16:17:00+00","117600.00"
"0B7ECC","2017-08-11 11:41:00+00","103200.00"
"0B7EE7","2017-07-22 16:13:00+00","132300.00"
"0B7EF4","2017-07-10 21:25:00+00","119500.00"
"0B7F50","2017-07-15 09:18:00+00","186900.00"
"0B7FC3","2017-07-22 15:16:00+00","92400.00"
"0B7FF5","2017-08-08 04:08:00+00","59000.00"
"0B7FFE","2017-07-04 16:22:00+00","67200.00"
"0B8040","2017-08-02 17:54:00+00","102100.00"
"0B8046","2017-08-02 12:48:00+00","56000.00"
"0B80A4","2017-08-03 03:20:00+00","20100.00"
"0B80FC","2017-07-12 03:00:00+00","56900.00"
"0B8102","2017-07-04 02:52:00+00","94300.00"
"0B8122","2017-07-10 10:46:00+00","24400.00"
"0B8139","2017-07-11 09:18:00+00","75600.00"
"0B814D","2017-07-17 01:59:00+00","136600.00"
"0B8162","2017-07-23 05:21:00+00","87000.00"
"0B8191","2017-07-01 22:09:00+00","61900.00"
"0B8237","2017-08-14 10:25:00+00","23600.00"
"0B823A","2017-07-23 09:15:00+00","13700.00"
"0B8245","2017-07-13 05:03:00+00","40800.00"
"0B826C","2017-08-15 13:52:00+00","27300.00"
"0B8274","2017-08-09 02:55:00+00","91500.00"
"0B8285","2017-08-05 01:01:00+00","83100.00"
"0B829D","2017-07-16 08:20:00+00","95200.00"
"0B82AB","2017-07-27 13:20:00+00","134400.00"
"0B8398","2017-08-15 14:32:00+00","147700.00"
"0B844D","2017-07-20 11:10:00+00","31600.00"
"0B846E","2017-08-14 05:24:00+00","27200.00"
"0B84AE","2017-07-14 05:04:00+00","8600.00"
"0B84B6","2017-07-23 08:23:00+00","49100.00"
"0B84E9","2017-08-11 13:08:00+00","131000.00"
"0B8501","2017-07-17 04:07:00+00","105500.00"
"0B85F3","2017-08-08 21:58:00+00","26000.00"
"0B86C2","2017-08-02 17:48:00+00","18600.00"
"0B86D5","2017-07-05 18:12:00+00","90000.00"
"0B86EE","2017-07-19 05:02:00+00","32800.00"
"0B87C7","2017-07-06 13:29:00+00","282300.00"
"0B87D9","2017-08-12 14:20:00+00","57300.00"
"0B8887","2017-08-02 06:42:00+00","20200.00"
"0B88D5","2017-08-01 16:52:00+00","122300.00"
"0B88E3","2017-07-07 17:44:00+00","51900.00"
"0B88ED","2017-07-26 12:18:00+00","56000.00"
"0B8988","2017-07-03 18:04:00+00","92800.00"
"0B89A7","2017-07-21 06:21:00+00","48800.00"
"0B89C4","2017-08-14 03:22:00+00","106800.00"
"0B8A07","2017-07-31 13:34:00+00","100600.00"
"0B8A38","2017-08-05 20:05:00+00","106800.00"
"0B8A73","2017-07-27 08:18:00+00","124200.00"
"0B8A76","2017-07-03 07:31:00+00","113600.00"
"0B8A8C","2017-08-13 22:46:00+00","62600.00"
"0B8BA8","2017-07-19 19:31:00+00","28800.00"
"0B8C2C","2017-08-10 17:18:00+00","38800.00"
"0B8C39","2017-07-25 17:18:00+00","169900.00"
"0B8C70","2017-07-24 10:57:00+00","123000.00"
"0B8CA0","2017-07-25 19:53:00+00","57700.00"
"0B8CB0","2017-07-25 22:09:00+00","6300.00"
"0B8D58","2017-07-01 07:26:00+00","111600.00"
"0B8D7F","2017-07-12 14:25:00+00","135200.00"
"0B8DDD","2017-08-11 22:11:00+00","118000.00"
"0B8E70","2017-07-28 07:07:00+00","40000.00"
"0B8EB3","2017-08-01 08:51:00+00","36200.00"
"0B8F56","2017-07-12 22:36:00+00","68400.00"
"0B9029","2017-08-01 11:59:00+00","24400.00"
"0B902C","2017-08-14 20:45:00+00","56000.00"
"0B906A","2017-08-12 18:57:00+00","75800.00"
"0B9081","2017-07-25 01:41:00+00","12400.00"
"0B9084","2017-07-17 07:38:00+00","76400.00"
"0B90BB","2017-07-21 20:29:00+00","106100.00"
"0B90D0","2017-08-14 14:04:00+00","135600.00"
"0B90E6","2017-07-16 10:26:00+00","33200.00"
"0B90EB","2017-07-28 04:27:00+00","66600.00"
"0B9100","2017-08-06 14:35:00+00","64500.00"
"0B9165","2017-07-17 02:58:00+00","185000.00"
"0B9179","2017-07-29 17:20:00+00","40800.00"
"0B91A9","2017-08-09 12:13:00+00","73600.00"
"0B91D9","2017-08-02 15:36:00+00","21400.00"
"0B91DC","2017-07-17 17:24:00+00","223200.00"
"0B9263","2017-07-10 23:01:00+00","38400.00"
"0B9264","2017-07-18 20:53:00+00","13400.00"
"0B927D","2017-08-08 23:19:00+00","23200.00"
"0B92A8","2017-07-22 15:54:00+00","49600.00"
"0B92B8","2017-08-08 02:52:00+00","7400.00"
"0B92BD","2017-07-11 00:58:00+00","16400.00"
"0B92F5","2017-07-09 00:46:00+00","13200.00"
"0B934F","2017-07-03 14:01:00+00","75500.00"
"0B93DA","2017-07-25 14:26:00+00","70700.00"
"0B93E4","2017-08-09 21:21:00+00","92400.00"
"0B93EE","2017-08-01 20:30:00+00","54300.00"
"0B9489","2017-08-13 13:27:00+00","64400.00"
"0B94B4","2017-07-27 05:05:00+00","11700.00"
"0B94BF","2017-07-25 23:41:00+00","155900.00"
"0B94C3","2017-08-08 04:27:00+00","25200.00"
"0B94E0","2017-08-04 11:09:00+00","86500.00"
"0B9500","2017-07-30 08:18:00+00","12600.00"
"0B959D","2017-07-24 07:27:00+00","25100.00"
"0B95BA","2017-08-04 19:40:00+00","32800.00"
"0B95E9","2017-07-26 10:51:00+00","44600.00"
"0B9651","2017-07-15 03:35:00+00","136500.00"
"0B96A1","2017-08-06 20:20:00+00","83000.00"
"0B96F4","2017-08-11 14:17:00+00","70700.00"
"0B974D","2017-07-14 12:19:00+00","25600.00"
"0B97A1","2017-07-21 14:12:00+00","40000.00"
"0B9834","2017-08-07 12:05:00+00","99200.00"
"0B986D","2017-07-21 02:39:00+00","41600.00"
"0B9944","2017-07-11 07:32:00+00","28800.00"
"0B9957","2017-07-19 09:35:00+00","99700.00"
"0B9A0A","2017-07-24 16:34:00+00","63200.00"
"0B9A23","2017-07-01 12:37:00+00","128800.00"
"0B9A48","2017-08-01 10:20:00+00","28000.00"
"0B9AD7","2017-07-27 14:02:00+00","72300.00"
"0B9BEC","2017-07-11 19:18:00+00","38400.00"
"0B9C38","2017-08-01 09:00:00+00","29100.00"
"0B9C3E","2017-07-21 07:04:00+00","67200.00"
"0B9C7A","2017-07-18 16:12:00+00","88900.00"
"0B9C7B","2017-07-19 06:05:00+00","28800.00"
"0B9C7F","2017-07-17 09:19:00+00","27300.00"
"0B9CC6","2017-07-17 00:29:00+00","30600.00"
"0B9CED","2017-07-15 18:06:00+00","95200.00"
"0B9D7B","2017-07-15 17:46:00+00","42700.00"
"0B9D8E","2017-06-29 06:51:00+00","109000.00"
"0B9DE9","2017-07-29 22:10:00+00","23200.00"
"0B9DFB","2017-07-06 06:02:00+00","155600.00"
"0B9E1A","2017-08-15 06:46:00+00","46400.00"
"0B9E4A","2017-06-28 00:15:00+00","28000.00"
"0B9E61","2017-07-29 01:56:00+00","54000.00"
"0B9EB6","2017-08-05 05:07:00+00","96100.00"
"0B9EC1","2017-08-10 20:38:00+00","31700.00"
"0B9ECB","2017-08-01 16:33:00+00","213200.00"
"0B9EF1","2017-07-02 02:17:00+00","46400.00"
"0B9F42","2017-07-24 19:26:00+00","58800.00"
"0B9F61","2017-08-07 01:39:00+00","18900.00"
"0B9F8B","2017-08-12 21:30:00+00","36200.00"
"0B9F8E","2017-08-04 04:07:00+00","64600.00"
"0B9FAC","2017-07-23 08:38:00+00","28800.00"
"0BA098","2017-08-09 12:56:00+00","84200.00"
"0BA0D1","2017-07-24 12:18:00+00","86400.00"
"0BA15E","2017-07-02 17:14:00+00","177100.00"
"0BA278","2017-07-22 02:46:00+00","113300.00"
"0BA2A9","2017-07-15 20:02:00+00","69000.00"
"0BA2D7","2017-07-12 14:09:00+00","24400.00"
"0BA308","2017-07-22 08:02:00+00","238200.00"
"0BA311","2017-07-11 08:48:00+00","47000.00"
"0BA314","2017-08-03 09:51:00+00","70200.00"
"0BA319","2017-08-09 18:56:00+00","36200.00"
"0BA329","2017-07-24 01:42:00+00","24800.00"
"0BA356","2017-07-19 19:40:00+00","40000.00"
"0BA357","2017-07-05 02:56:00+00","47200.00"
"0BA37E","2017-07-18 12:52:00+00","52300.00"
"0BA3B1","2017-07-09 22:26:00+00","13600.00"
"0BA3CF","2017-07-24 13:39:00+00","23400.00"
"0BA3D8","2017-07-01 04:04:00+00","133100.00"
"0BA4AB","2017-08-07 22:02:00+00","35700.00"
"0BA528","2017-07-03 23:49:00+00","166100.00"
"0BA52A","2017-08-15 09:42:00+00","152200.00"
"0BA54D","2017-07-08 11:01:00+00","192800.00"
"0BA577","2017-07-03 22:32:00+00","53500.00"
"0BA589","2017-07-06 05:46:00+00","53700.00"
"0BA5C8","2017-08-10 09:08:00+00","77400.00"
"0BA5D5","2017-07-03 02:39:00+00","84500.00"
"0BA651","2017-07-21 08:16:00+00","67600.00"
"0BA69C","2017-08-06 07:00:00+00","36800.00"
"0BA6A2","2017-07-10 05:00:00+00","86300.00"
"0BA6FC","2017-07-03 03:10:00+00","12600.00"
"0BA72C","2017-08-09 13:30:00+00","80100.00"
"0BA77A","2017-08-01 23:10:00+00","121100.00"
"0BA7CE","2017-07-22 20:25:00+00","20000.00"
"0BA7F5","2017-08-13 18:19:00+00","26000.00"
"0BA804","2017-07-08 09:27:00+00","213800.00"
"0BA81B","2017-07-31 00:52:00+00","166700.00"
"0BA8DB","2017-08-09 06:57:00+00","31000.00"
"0BA8E1","2017-07-04 15:25:00+00","14800.00"
"0BA940","2017-08-07 23:59:00+00","18000.00"
"0BA94C","2017-07-14 00:46:00+00","78300.00"
"0BA95F","2017-07-09 10:09:00+00","61800.00"
"0BA98C","2017-07-05 00:20:00+00","56000.00"
"0BAA60","2017-07-29 15:48:00+00","56600.00"
"0BABD0","2017-07-10 08:03:00+00","147700.00"
"0BABD1","2017-07-21 19:02:00+00","106500.00"
"0BACCC","2017-08-04 08:02:00+00","8400.00"
"0BAD05","2017-07-17 11:17:00+00","27700.00"
"0BAD5D","2017-07-30 10:39:00+00","102200.00"
"0BAD7F","2017-07-07 17:05:00+00","46200.00"
"0BADFD","2017-07-19 15:46:00+00","16400.00"
"0BAE36","2017-07-05 20:24:00+00","28800.00"
"0BAE4D","2017-08-12 11:33:00+00","25800.00"
"0BAE80","2017-07-07 19:27:00+00","44800.00"
"0BAFAB","2017-07-14 08:13:00+00","28000.00"
"0BAFB8","2017-07-17 18:33:00+00","73600.00"
"0BAFBF","2017-07-22 11:18:00+00","122700.00"
"0BAFD0","2017-08-01 10:39:00+00","6700.00"
"0BB013","2017-08-03 16:57:00+00","67600.00"
"0BB046","2017-07-20 01:15:00+00","41200.00"
"0BB054","2017-07-23 13:52:00+00","20200.00"
"0BB06A","2017-07-02 14:01:00+00","113200.00"
"0BB073","2017-08-01 18:05:00+00","26800.00"
"0BB090","2017-08-08 10:49:00+00","35200.00"
"0BB0BA","2017-07-31 12:25:00+00","37100.00"
"0BB10F","2017-08-08 01:18:00+00","190000.00"
"0BB127","2017-07-22 09:41:00+00","23400.00"
"0BB148","2017-08-15 04:59:00+00","221000.00"
"0BB14B","2017-07-29 11:32:00+00","39200.00"
"0BB186","2017-07-30 20:33:00+00","66600.00"
"0BB18D","2017-07-06 16:20:00+00","46400.00"
"0BB19D","2017-07-19 01:49:00+00","56100.00"
"0BB3F2","2017-07-01 07:04:00+00","235900.00"
"0BB43F","2017-07-09 05:14:00+00","76300.00"
"0BB46E","2017-07-28 10:51:00+00","12600.00"
"0BB4A2","2017-07-11 01:59:00+00","34800.00"
"0BB4AE","2017-08-05 10:46:00+00","186900.00"
"0BB4DC","2017-07-01 18:38:00+00","78200.00"
"0BB4F4","2017-08-03 00:24:00+00","37900.00"
"0BB51D","2017-07-08 00:15:00+00","133100.00"
"0BB555","2017-07-05 03:53:00+00","67100.00"
"0BB557","2017-08-12 03:35:00+00","8400.00"
"0BB592","2017-08-08 17:43:00+00","103000.00"
"0BB69F","2017-07-25 14:19:00+00","147200.00"
"0BB711","2017-07-04 21:46:00+00","144700.00"
"0BB742","2017-07-31 07:42:00+00","67100.00"
"0BB74D","2017-08-09 05:27:00+00","63700.00"
"0BB756","2017-07-12 16:07:00+00","56600.00"
"0BB771","2017-07-10 10:04:00+00","38600.00"
"0BB7FE","2017-08-07 03:23:00+00","6000.00"
"0BB80A","2017-07-08 15:42:00+00","68800.00"
"0BB816","2017-07-31 02:59:00+00","88800.00"
"0BB867","2017-07-11 03:44:00+00","36200.00"
"0BB985","2017-07-31 09:04:00+00","35600.00"
"0BB9CE","2017-07-10 10:33:00+00","68800.00"
"0BB9DD","2017-08-11 17:38:00+00","26700.00"
"0BB9FE","2017-06-30 11:22:00+00","80000.00"
"0BBA27","2017-08-09 17:16:00+00","25200.00"
"0BBA58","2017-07-27 02:41:00+00","369000.00"
"0BBA5A","2017-08-11 17:56:00+00","66600.00"
"0BBAE0","2017-08-14 15:58:00+00","52500.00"
"0BBAE9","2017-08-12 06:28:00+00","28000.00"
"0BBB3C","2017-07-30 11:39:00+00","48400.00"
"0BBB64","2017-08-04 03:52:00+00","88600.00"
"0BBB72","2017-07-09 16:15:00+00","59000.00"
"0BBB76","2017-07-06 11:25:00+00","46200.00"
"0BBB89","2017-07-16 05:40:00+00","44600.00"
"0BBB8D","2017-08-07 00:23:00+00","23400.00"
"0BBBED","2017-07-09 08:04:00+00","141300.00"
"0BBC28","2017-08-13 21:33:00+00","40000.00"
"0BBC7D","2017-07-31 10:30:00+00","86400.00"
"0BBC9F","2017-07-18 16:00:00+00","173900.00"
"0BBCB7","2017-07-05 00:13:00+00","49800.00"
"0BBCBF","2017-07-22 05:29:00+00","28800.00"
"0BBCC1","2017-08-06 18:40:00+00","31000.00"
"0BBD03","2017-07-17 13:51:00+00","125400.00"
"0BBD06","2017-08-12 09:19:00+00","38400.00"
"0BBD37","2017-08-14 04:22:00+00","51900.00"
"0BBD90","2017-07-06 09:00:00+00","246000.00"
"0BBDDA","2017-08-09 10:12:00+00","92800.00"
"0BBDF8","2017-07-17 16:22:00+00","23600.00"
"0BBE11","2017-07-19 04:03:00+00","93800.00"
"0BBE21","2017-08-09 05:53:00+00","65900.00"
"0BBE30","2017-07-29 10:04:00+00","27200.00"
"0BBE56","2017-07-27 01:03:00+00","135600.00"
"0BBE7A","2017-07-14 21:35:00+00","113600.00"
"0BBEAC","2017-07-04 15:46:00+00","18600.00"
"0BBEB2","2017-07-09 18:42:00+00","49600.00"
"0BBEFE","2017-08-14 05:35:00+00","162400.00"
"0BBF01","2017-07-26 17:37:00+00","38800.00"
"0BBF0F","2017-07-13 21:01:00+00","24400.00"
"0BBF64","2017-07-03 16:35:00+00","201200.00"
"0BC105","2017-08-04 22:47:00+00","70600.00"
"0BC137","2017-07-31 02:06:00+00","19600.00"
"0BC1C6","2017-08-08 00:38:00+00","240600.00"
"0BC261","2017-07-25 02:57:00+00","190700.00"
"0BC2BA","2017-08-05 11:23:00+00","11600.00"
"0BC354","2017-08-05 13:23:00+00","73100.00"
"0BC366","2017-07-14 13:53:00+00","213600.00"
"0BC378","2017-08-03 04:42:00+00","6000.00"
"0BC390","2017-08-07 16:45:00+00","25400.00"
"0BC405","2017-08-07 14:49:00+00","23600.00"
"0BC429","2017-08-05 02:40:00+00","26000.00"
"0BC4C6","2017-08-02 21:25:00+00","43500.00"
"0BC4DA","2017-07-02 10:57:00+00","28200.00"
"0BC513","2017-07-29 17:51:00+00","273400.00"
"0BC534","2017-07-28 10:30:00+00","272900.00"
"0BC585","2017-07-16 07:24:00+00","10800.00"
"0BC5AE","2017-07-21 02:02:00+00","83000.00"
"0BC5BD","2017-07-05 14:30:00+00","7300.00"
"0BC5CE","2017-07-12 01:55:00+00","295400.00"
"0BC5EA","2017-08-02 15:42:00+00","14000.00"
"0BC628","2017-07-26 04:30:00+00","167400.00"
"0BC64C","2017-07-08 01:16:00+00","6600.00"
"0BC6A2","2017-07-14 09:57:00+00","246000.00"
"0BC6AA","2017-07-08 16:24:00+00","132800.00"
"0BC740","2017-07-11 03:43:00+00","260900.00"
"0BC7E0","2017-07-08 09:33:00+00","61400.00"
"0BC89F","2017-08-10 13:33:00+00","52700.00"
"0BC946","2017-08-03 00:42:00+00","155600.00"
"0BC98F","2017-08-06 06:34:00+00","38500.00"
"0BC9DA","2017-07-25 05:58:00+00","296100.00"
"0BCA79","2017-07-09 05:23:00+00","93900.00"
"0BCAB9","2017-07-12 13:32:00+00","50000.00"
"0BCAD0","2017-07-14 10:50:00+00","12600.00"
"0BCADD","2017-08-14 18:49:00+00","272300.00"
"0BCAE5","2017-07-28 05:12:00+00","56600.00"
"0BCAF0","2017-08-05 18:07:00+00","23200.00"
"0BCB29","2017-07-20 23:02:00+00","70600.00"
"0BCB42","2017-07-17 01:54:00+00","26800.00"
"0BCBBB","2017-08-14 09:46:00+00","399600.00"
"0BCBE0","2017-08-13 17:36:00+00","70400.00"
"0BCC2F","2017-08-06 05:30:00+00","66600.00"
"0BCC5D","2017-08-07 22:33:00+00","70800.00"
"0BCC6D","2017-07-24 15:09:00+00","92000.00"
"0BCCA0","2017-07-21 13:32:00+00","82900.00"
"0BCCD5","2017-07-13 02:58:00+00","6000.00"
"0BCCE1","2017-07-06 10:15:00+00","133200.00"
"0BCD63","2017-08-12 13:31:00+00","68000.00"
"0BCD8D","2017-07-13 15:50:00+00","56000.00"
"0BCD9B","2017-07-20 16:50:00+00","40600.00"
"0BCDEB","2017-07-25 08:01:00+00","88600.00"
"0BCDF1","2017-07-22 18:42:00+00","38700.00"
"0BCDF3","2017-08-05 23:03:00+00","12600.00"
"0BCE15","2017-07-19 22:10:00+00","64700.00"
"0BCE2B","2017-07-11 14:09:00+00","85000.00"
"0BCE66","2017-07-19 19:21:00+00","28800.00"
"0BCE6F","2017-07-26 18:16:00+00","46400.00"
"0BCEA4","2017-07-12 08:51:00+00","28000.00"
"0BCEAB","2017-08-12 23:30:00+00","396500.00"
"0BCEDE","2017-08-03 04:13:00+00","31600.00"
"0BCF03","2017-07-17 12:44:00+00","48500.00"
"0BCF23","2017-07-23 07:52:00+00","45200.00"
"0BCF35","2017-07-29 23:55:00+00","6700.00"
"0BCF66","2017-07-02 14:27:00+00","129200.00"
"0BCFC3","2017-07-04 20:05:00+00","12400.00"
"0BD039","2017-08-12 17:37:00+00","24000.00"
"0BD05D","2017-07-29 09:16:00+00","172600.00"
"0BD08C","2017-08-09 02:20:00+00","64300.00"
"0BD0D8","2017-07-29 02:12:00+00","133100.00"
"0BD0F1","2017-08-13 03:04:00+00","65900.00"
"0BD146","2017-08-03 12:56:00+00","13400.00"
"0BD152","2017-07-12 00:01:00+00","136200.00"
"0BD195","2017-07-13 20:48:00+00","246000.00"
"0BD216","2017-08-13 18:39:00+00","81200.00"
"0BD28A","2017-08-03 07:03:00+00","55800.00"
"0BD29A","2017-07-24 22:53:00+00","52700.00"
"0BD2BB","2017-07-19 08:53:00+00","40800.00"
"0BD2C0","2017-08-10 20:05:00+00","102100.00"
"0BD339","2017-08-07 10:40:00+00","40200.00"
"0BD37A","2017-08-13 22:36:00+00","12000.00"
"0BD3A9","2017-08-01 22:52:00+00","58800.00"
"0BD3D1","2017-07-14 23:55:00+00","58000.00"
"0BD451","2017-08-14 01:19:00+00","65900.00"
"0BD5A1","2017-08-11 12:42:00+00","35500.00"
"0BD5E5","2017-07-08 10:30:00+00","16400.00"
"0BD5F8","2017-08-15 11:57:00+00","75300.00"
"0BD61B","2017-07-16 03:41:00+00","48800.00"
"0BD625","2017-07-27 00:40:00+00","89100.00"
"0BD67D","2017-08-03 09:52:00+00","13400.00"
"0BD69B","2017-07-22 20:38:00+00","50100.00"
"0BD6A9","2017-07-11 23:11:00+00","46000.00"
"0BD6F7","2017-07-06 03:15:00+00","75700.00"
"0BD73E","2017-07-08 14:46:00+00","57600.00"
"0BD7A3","2017-08-09 12:01:00+00","14000.00"
"0BD7C7","2017-08-06 14:13:00+00","36200.00"
"0BD7E9","2017-07-23 03:29:00+00","83000.00"
"0BD7EF","2017-08-14 12:25:00+00","38400.00"
"0BD8DE","2017-07-21 17:38:00+00","93800.00"
"0BD935","2017-08-08 23:38:00+00","281500.00"
"0BD937","2017-08-04 15:41:00+00","46400.00"
"0BD93B","2017-07-27 23:50:00+00","114500.00"
"0BD986","2017-08-12 18:27:00+00","188000.00"
"0BD993","2017-07-15 11:06:00+00","133200.00"
"0BDAB6","2017-08-14 19:53:00+00","396200.00"
"0BDAC4","2017-07-07 20:21:00+00","22000.00"
"0BDB44","2017-07-05 16:05:00+00","123000.00"
"0BDB78","2017-08-03 20:04:00+00","25100.00"
"0BDBBA","2017-08-03 01:10:00+00","47000.00"
"0BDBDA","2017-08-08 08:41:00+00","6000.00"
"0BDC02","2017-07-19 14:30:00+00","58800.00"
"0BDC26","2017-07-20 07:58:00+00","134400.00"
"0BDC3D","2017-07-04 04:06:00+00","112000.00"
"0BDC55","2017-07-21 20:57:00+00","6700.00"
"0BDD11","2017-07-25 19:55:00+00","38600.00"
"0BDD8D","2017-08-15 09:13:00+00","42000.00"
"0BDDB5","2017-08-10 11:10:00+00","144700.00"
"0BDDC0","2017-08-01 00:29:00+00","52600.00"
"0BDDE6","2017-07-19 11:32:00+00","81500.00"
"0BDE96","2017-07-15 11:53:00+00","14400.00"
"0BDF68","2017-07-17 09:18:00+00","41600.00"
"0BDFDE","2017-07-09 07:50:00+00","26700.00"
"0BDFF1","2017-08-05 17:53:00+00","37200.00"
