"ticket_no","flight_id","boarding_no","seat_no"
"0005433150864",20123,9,"5E"
"0005433150897",20123,10,"7A"
"0005434029619",20123,11,"7F"
"0005433150871",20123,12,"8D"
"0005432056239",20123,13,"9B"
"0005434029620",20123,14,"9C"
"0005433150889",20123,15,"9E"
"0005433150882",20123,16,"10C"
"0005433150891",20123,17,"10D"
"0005433931421",20123,18,"11A"
"0005433764649",20123,19,"11D"
"0005433150892",20123,20,"12A"
"0005433150883",20123,21,"12C"
"0005433150868",20123,22,"12B"
"0005433150869",20123,23,"12F"
"0005433931420",20123,24,"13D"
"0005433150895",20123,25,"13E"
"0005433150887",20123,26,"14A"
"0005432056240",20123,27,"14D"
"0005433150867",20123,28,"14F"
"0005433150890",20123,29,"15F"
"0005433150886",20123,30,"16B"
"0005433150894",20123,31,"16E"
"0005433150875",20123,32,"17A"
"0005433150898",20123,33,"17B"
"0005433150865",20123,34,"17F"
"0005433150866",20123,35,"18D"
"0005433150879",20123,36,"19B"
"0005433150881",20123,37,"19E"
"0005432056241",20123,38,"20A"
"0005433931422",20123,39,"21A"
"0005432056242",20123,40,"21D"
"0005433150876",20123,41,"21E"
"0005433150878",20123,42,"22B"
"0005433150872",20123,43,"22C"
"0005433150880",20123,44,"22D"
"0005433764647",20123,45,"23B"
"0005433150888",20123,46,"23C"
"0005433150870",20123,47,"23F"
"0005432423717",508,1,"1C"
"0005432423737",508,2,"1D"
"0005432282759",508,3,"2C"
"0005432423720",508,4,"2F"
"0005432423730",508,5,"3C"
"0005432282756",508,6,"4D"
"0005432423713",508,7,"5A"
"0005432423695",508,8,"5F"
"0005432423716",508,9,"6C"
"0005432423755",508,10,"7A"
"0005432423761",508,11,"7C"
"0005432423709",508,12,"8B"
"0005432282757",508,13,"8D"
"0005432423714",508,14,"8E"
"0005432423728",508,15,"9B"
"0005432423722",508,16,"9D"
"0005432423757",508,17,"9E"
"0005432423754",508,18,"10A"
"0005432423742",508,19,"9F"
"0005432282755",508,20,"10E"
"0005432423707",508,21,"10D"
"0005432423701",508,22,"11D"
"0005432423702",508,23,"12A"
"0005432423705",508,24,"12B"
"0005432423731",508,25,"12C"
"0005432423747",508,26,"12F"
"0005432423724",508,27,"13B"
"0005432423740",508,28,"13A"
"0005432423725",508,29,"13D"
"0005432423734",508,30,"14A"
"0005432423718",508,31,"14B"
"0005432423756",508,32,"14D"
"0005432423715",508,33,"15C"
"0005432423745",508,34,"16C"
"0005432423752",508,35,"16F"
"0005432423760",508,36,"17B"
"0005432423694",508,37,"17A"
"0005432423719",508,38,"17D"
"0005432423711",508,39,"17F"
"0005432423736",508,40,"18A"
"0005432423741",508,41,"18D"
"0005432423710",508,42,"19E"
"0005432423753",508,43,"20F"
"0005432423762",508,44,"20E"
"0005432423697",508,45,"21C"
"0005432423735",508,46,"21B"
"0005432423723",508,47,"21D"
"0005432423704",508,48,"21E"
"0005432423706",508,49,"22D"
"0005432423738",508,50,"23A"
"0005432282758",508,51,"23C"
"0005432423739",508,52,"23B"
"0005432423744",508,53,"23D"
"0005432423733",508,54,"23E"
"0005432423703",508,55,"23F"
"0005432423708",508,56,"24C"
"0005432423743",508,57,"24D"
"0005432423751",508,58,"24F"
"0005432423712",508,59,"25B"
"0005432423759",508,60,"25C"
"0005432423749",508,61,"26A"
"0005432423700",508,62,"25F"
"0005432423727",508,63,"26B"
"0005432423726",508,64,"26F"
"0005432423729",508,65,"27D"
"0005432423696",508,66,"27E"
"0005432423746",508,67,"27F"
"0005432423732",508,68,"28B"
"0005432423748",508,69,"28F"
"0005432423758",508,70,"29E"
"0005432423699",508,71,"29D"
"0005432423721",508,72,"30A"
"0005432423750",508,73,"29F"
"0005432423698",508,74,"31E"
"0005432302273",12905,1,"10A"
"0005432302274",12905,2,"19C"
"0005432302272",12905,3,"21F"
"0005433158096",12905,4,"22F"
"0005433158098",12905,5,"26C"
"0005433158095",12905,6,"30E"
"0005433158097",12905,7,"31E"
"0005434022696",440,1,"1A"
"0005434022694",440,2,"1B"
"0005434022671",440,3,"1G"
"0005434022664",440,4,"2F"
"0005434029616",440,5,"2H"
"0005434022684",440,6,"2G"
"0005434022695",440,7,"3B"
"0005434022652",440,8,"3F"
"0005434022673",440,9,"3H"
"0005434022643",440,10,"4A"
"0005434022707",440,11,"4G"
"0005432235520",440,12,"4F"
"0005434022700",440,13,"4H"
"0005432235522",440,14,"5F"
"0005434022670",440,15,"9A"
"0005432235525",440,16,"9G"
"0005434022649",440,17,"11A"
"0005432235526",440,18,"9H"
"0005432045582",440,19,"11D"
"0005434022647",440,20,"11H"
"0005434022686",440,21,"12B"
"0005434022682",440,22,"12E"
"0005434022685",440,23,"13B"
"0005434022693",440,24,"13A"
"0005434022698",440,25,"13D"
"0005434022680",440,26,"14B"
"0005434022672",440,27,"14A"
"0005434022669",440,28,"14D"
"0005434031951",440,29,"14G"
"0005434022656",440,30,"15B"
"0005434028252",440,31,"15A"
"0005434022704",440,32,"16A"
"0005434022676",440,33,"16B"
"0005434022645",440,34,"16G"
"0005434022642",440,35,"16H"
"0005434022678",440,36,"17D"
"0005432235519",440,37,"17G"
"0005434022651",440,38,"17F"
"0005434022702",440,39,"18D"
"0005434022697",440,40,"18F"
"0005434028251",440,41,"18G"
"0005434022701",440,42,"19B"
"0005434022644",440,43,"19A"
"0005434022691",440,44,"19D"
"0005434022662",440,45,"20A"
"0005434022667",440,46,"20D"
"0005434022692",440,47,"20F"
"0005432045583",440,48,"20G"
"0005432235523",440,49,"21A"
"0005434022677",440,50,"21B"
"0005434022654",440,51,"21F"
"0005434022703",440,52,"22A"
"0005434022668",440,53,"22D"
"0005434031950",440,54,"22E"
"0005434022659",440,55,"23B"
"0005434022679",440,56,"23D"
"0005434022705",440,57,"23F"
"0005434022706",440,58,"23G"
"0005434022699",440,59,"24E"
"0005434029617",440,60,"24D"
"0005434022674",440,61,"24F"
"0005434022640",440,62,"25F"
"0005434028250",440,63,"27A"
"0005434022648",440,64,"27E"
"0005434022688",440,65,"27G"
"0005434029618",440,66,"28B"
"0005434022660",440,67,"28D"
"0005434022708",440,68,"29D"
"0005434022663",440,69,"29G"
"0005434022683",440,70,"30F"
"0005434022687",440,71,"30E"
"0005434022681",440,72,"30G"
"0005434031949",440,73,"31E"
"0005434022653",440,74,"31G"
"0005434028253",440,75,"32E"
"0005434022661",440,76,"32G"
"0005434022690",440,77,"33A"
"0005434022658",440,78,"33G"
"0005434022666",440,79,"33F"
"0005434022641",440,80,"33H"
"0005434031948",440,81,"34E"
"0005434022657",440,82,"34G"
"0005434022655",440,83,"35E"
"0005434022646",440,84,"35F"
"0005434022650",440,85,"36A"
"0005432235521",440,86,"37A"
"0005434022689",440,87,"37E"
"0005434022639",440,88,"38B"
"0005432235524",440,89,"38A"
"0005434031952",440,90,"37H"
"0005434022675",440,91,"38F"
"0005434022665",440,92,"39D"
"0005433057258",12671,1,"1F"
"0005432156298",12671,2,"2A"
"0005433057263",12671,3,"2B"
"0005433929550",12671,4,"4G"
"0005433057262",12671,5,"4F"
"0005433057252",12671,6,"5B"
"0005433057280",12671,7,"5F"
"0005433057277",12671,8,"5H"
"0005433684389",12671,9,"11A"
"0005433057251",12671,10,"11E"
"0005433057284",12671,11,"12D"
"0005432156299",12671,12,"12F"
"0005433057267",12671,13,"13F"
"0005432157462",12671,14,"14B"
"0005433057274",12671,15,"14F"
"0005433057264",12671,16,"14G"
"0005433929547",12671,17,"14H"
"0005433057270",12671,18,"16E"
"0005432157461",12671,19,"17B"
"0005433057285",12671,20,"17A"
"0005432157463",12671,21,"17E"
"0005433057281",12671,22,"17G"
"0005433057287",12671,23,"18A"
"0005433057256",12671,24,"19A"
"0005433057289",12671,25,"20A"
"0005433057288",12671,26,"20B"
"0005433929552",12671,27,"21B"
"0005434735612",12671,28,"21F"
"0005432156297",12671,29,"21H"
"0005432156295",12671,30,"22A"
"0005433057255",12671,31,"23E"
"0005433057266",12671,32,"23F"
"0005433057259",12671,33,"24A"
"0005433057282",12671,34,"24G"
"0005433057290",12671,35,"27B"
"0005433057278",12671,36,"28A"
"0005433057250",12671,37,"28H"
"0005433057268",12671,38,"28G"
"0005433929548",12671,39,"29E"
"0005433057276",12671,40,"30A"
"0005434735611",12671,41,"29H"
"0005433057260",12671,42,"30B"
"0005433057265",12671,43,"30G"
"0005433057283",12671,44,"31A"
"0005434735608",12671,45,"31D"
"0005433057271",12671,46,"32B"
"0005433057261",12671,47,"33B"
"0005433057257",12671,48,"33E"
"0005433929551",12671,49,"33G"
"0005432156296",12671,50,"33H"
"0005433057269",12671,51,"34E"
"0005433057253",12671,52,"34F"
"0005434735609",12671,53,"35A"
"0005433057272",12671,54,"34H"
"0005433929549",12671,55,"35D"
"0005434735610",12671,56,"35H"
"0005433057279",12671,57,"36A"
"0005433057254",12671,58,"36F"
"0005433057286",12671,59,"37D"
"0005433057273",12671,60,"37E"
"0005433057275",12671,61,"38D"
"0005434735607",12671,62,"39E"
"0005433921847",2113,1,"1A"
"0005433921824",2113,2,"1C"
"0005433921826",2113,3,"1B"
"0005433921836",2113,4,"1G"
"0005433921830",2113,5,"2A"
"0005433921842",2113,6,"3A"
"0005433921827",2113,7,"2H"
"0005433921865",2113,8,"3C"
"0005433921875",2113,9,"3F"
"0005432231401",2113,10,"3G"
"0005433921816",2113,11,"3H"
"0005433921880",2113,12,"4B"
"0005432044482",2113,13,"4A"
"0005432231403",2113,14,"4F"
"0005433921796",2113,15,"4H"
"0005433921807",2113,16,"5B"
"0005433921799",2113,17,"5F"
"0005433921806",2113,18,"5C"
"0005433921848",2113,19,"5G"
"0005433921783",2113,20,"5H"
"0005433929550",2113,21,"9A"
"0005433921860",2113,22,"9G"
"0005433921797",2113,23,"11A"
"0005433921789",2113,24,"11B"
"0005433921868",2113,25,"11E"
"0005433921873",2113,26,"11F"
"0005432231397",2113,27,"11H"
"0005433921863",2113,28,"11G"
"0005432231399",2113,29,"12A"
"0005433921820",2113,30,"13D"
"0005433921801",2113,31,"13G"
"0005433921853",2113,32,"14B"
"0005433921794",2113,33,"14D"
"0005433921791",2113,34,"14F"
"0005433921817",2113,35,"14H"
"0005433921792",2113,36,"15E"
"0005433875353",2113,37,"15H"
"0005433921855",2113,38,"16B"
"0005433921843",2113,39,"16E"
"0005433921822",2113,40,"16H"
"0005433921864",2113,41,"17A"
"0005433921858",2113,42,"17D"
"0005433921874",2113,43,"17B"
"0005433921869",2113,44,"17F"
"0005433921844",2113,45,"17G"
"0005432231405",2113,46,"18A"
"0005433921784",2113,47,"18E"
"0005433921814",2113,48,"18D"
"0005433921845",2113,49,"18B"
"0005433921840",2113,50,"18F"
"0005433921835",2113,51,"18H"
"0005433921839",2113,52,"19E"
"0005433921857",2113,53,"19G"
"0005433929548",2113,54,"20A"
"0005433921825",2113,55,"20D"
"0005433929551",2113,56,"20G"
"0005433921804",2113,57,"21B"
"0005432231404",2113,58,"21E"
"0005433921861",2113,59,"21G"
"0005433921819",2113,60,"22D"
"0005433931420",2113,61,"22E"
"0005433921795",2113,62,"22G"
"0005433921832",2113,63,"22H"
"0005433921810",2113,64,"23B"
"0005433921859",2113,65,"23F"
"0005433921877",2113,66,"23H"
"0005433921821",2113,67,"24A"
"0005433921808",2113,68,"24B"
"0005433929552",2113,69,"24D"
"0005433921829",2113,70,"24F"
"0005433921879",2113,71,"24G"
"0005433921809",2113,72,"25E"
"0005433921818",2113,73,"25F"
"0005433921793",2113,74,"27B"
"0005433921841",2113,75,"27E"
"0005433921790",2113,76,"27F"
"0005433931422",2113,77,"28B"
"0005433921785",2113,78,"28F"
"0005432231400",2113,79,"28H"
"0005433921872",2113,80,"28G"
"0005433921870",2113,81,"29B"
"0005433921823",2113,82,"29A"
"0005433921856",2113,83,"29D"
"0005433921838",2113,84,"29F"
"0005433875354",2113,85,"29H"
"0005432231406",2113,86,"29G"
"0005433921837",2113,87,"30E"
"0005432044481",2113,88,"30D"
"0005433929547",2113,89,"30F"
"0005433921862",2113,90,"31B"
"0005433921786",2113,91,"31D"
"0005433921802",2113,92,"31G"
"0005433921787",2113,93,"32D"
"0005433921867",2113,94,"32B"
"0005433921878",2113,95,"32E"
"0005433921812",2113,96,"32F"
"0005432231402",2113,97,"33D"
"0005433921876",2113,98,"33E"
"0005433921833",2113,99,"33F"
"0005433921803",2113,100,"33H"
"0005433921871",2113,101,"34A"
"0005433921846",2113,102,"34F"
"0005433921834",2113,103,"34H"
"0005433921851",2113,104,"35D"
"0005433921815",2113,105,"35H"
"0005433921854",2113,106,"35G"
"0005433921850",2113,107,"36A"
"0005432231398",2113,108,"36E"
"0005433921798",2113,109,"36D"
"0005433921813",2113,110,"36F"
"0005433921788",2113,111,"36G"
"0005433929549",2113,112,"37A"
"0005433931421",2113,113,"36H"
"0005433921866",2113,114,"37F"
"0005433921831",2113,115,"37G"
"0005433921800",2113,116,"38E"
"0005433921805",2113,117,"38G"
"0005433921828",2113,118,"38F"
"0005433921849",2113,119,"39D"
"0005433921852",2113,120,"39F"
"0005433921811",2113,121,"39E"
"0005433035507",24135,1,"1C"
"0005433035511",24135,2,"1B"
"0005433035515",24135,3,"1F"
"0005433035466",24135,4,"1H"
"0005433035476",24135,5,"1G"
"0005433035494",24135,6,"2A"
"0005433035469",24135,7,"2F"
"0005432749752",24135,8,"5B"
"0005433035484",24135,9,"9H"
"0005433035514",24135,10,"11G"
"0005433035468",24135,11,"11F"
"0005433035495",24135,12,"12A"
"0005433035490",24135,13,"12B"
"0005433035474",24135,14,"12E"
"0005433035516",24135,15,"13G"
"0005433035491",24135,16,"14G"
"0005433035488",24135,17,"15D"
"0005433035475",24135,18,"15G"
"0005433035506",24135,19,"16E"
"0005433035499",24135,20,"17A"
"0005432206103",24135,21,"17D"
"0005433035512",24135,22,"17E"
"0005433035497",24135,23,"17H"
"0005433035485",24135,24,"18B"
"0005433035510",24135,25,"18A"
"0005433035472",24135,26,"18E"
"0005433035489",24135,27,"18G"
"0005433035513",24135,28,"18F"
"0005433035501",24135,29,"18H"
"0005432749751",24135,30,"19B"
"0005433035465",24135,31,"19G"
"0005433035500",24135,32,"20A"
"0005433035478",24135,33,"20D"
"0005432206108",24135,34,"20H"
"0005433035481",24135,35,"21F"
"0005433035493",24135,36,"21G"
"0005434028254",24135,37,"22B"
"0005432207623",24135,38,"22H"
"0005434028256",24135,39,"22G"
"0005432206109",24135,40,"23G"
"0005432207622",24135,41,"24A"
"0005433035477",24135,42,"25D"
"0005433035464",24135,43,"27B"
"0005433035487",24135,44,"27D"
"0005433035473",24135,45,"27F"
"0005433035509",24135,46,"27G"
"0005433035480",24135,47,"28D"
"0005433035498",24135,48,"28H"
"0005433035518",24135,49,"28G"
"0005433035503",24135,50,"29F"
"0005433035496",24135,51,"29H"
"0005433035517",24135,52,"29G"
"0005433035504",24135,53,"30G"
"0005433035471",24135,54,"31B"
"0005433035505",24135,55,"31H"
"0005433035482",24135,56,"31G"
"0005432206105",24135,57,"32B"
"0005433035470",24135,58,"33A"
"0005433035479",24135,59,"33H"
"0005432206104",24135,60,"33G"
"0005433035467",24135,61,"34B"
"0005434028255",24135,62,"36A"
"0005433035492",24135,63,"36B"
"0005433035483",24135,64,"36E"
"0005432206106",24135,65,"37A"
"0005433035502",24135,66,"37H"
"0005433035486",24135,67,"38B"
"0005433035508",24135,68,"38G"
"0005432206107",24135,69,"38H"
"0005432277598",245,1,"1D"
"0005434550379",245,2,"1K"
"0005434723600",245,3,"2A"
"0005434550397",245,4,"2H"
"0005434550391",245,5,"2G"
"0005435142369",245,6,"3A"
"0005434550377",245,7,"2K"
"0005434550416",245,8,"3D"
"0005434723570",245,9,"3H"
"0005434723625",245,10,"4C"
"0005434723680",245,11,"4A"
"0005434723633",245,12,"4D"
"0005434550392",245,13,"4K"
"0005434550409",245,14,"5C"
"0005434723663",245,15,"5G"
"0005434550407",245,16,"11C"
"0005435142367",245,17,"11F"
"0005434723589",245,18,"11E"
"0005434723656",245,19,"11K"
"0005434723669",245,20,"11H"
"0005434723575",245,21,"12C"
"0005432277600",245,22,"12A"
"0005434550412",245,23,"12H"
"0005434550393",245,24,"13A"
"0005434550373",245,25,"12K"
"0005435142374",245,26,"13F"
"0005434723594",245,27,"13E"
"0005432277609",245,28,"13G"
"0005434723557",245,29,"14A"
"0005434723559",245,30,"13K"
"0005434723562",245,31,"14E"
"0005434723657",245,32,"14D"
"0005432277608",245,33,"14C"
"0005434550371",245,34,"14G"
"0005435142373",245,35,"14F"
"0005434723627",245,36,"14K"
"0005434723558",245,37,"15A"
"0005434723621",245,38,"15D"
"0005434723564",245,39,"15G"
"0005434735606",245,40,"15K"
"0005434723672",245,41,"15H"
"0005434735605",245,42,"16C"
"0005434723666",245,43,"16E"
"0005434723642",245,44,"16H"
"0005434550411",245,45,"17C"
"0005434723606",245,46,"16K"
"0005434723643",245,47,"17D"
"0005434723580",245,48,"17G"
"0005434723639",245,49,"18C"
"0005434723602",245,50,"18B"
"0005434723645",245,51,"18A"
"0005434550374",245,52,"18D"
"0005434723662",245,53,"18G"
"0005434723665",245,54,"18J"
"0005434723597",245,55,"19B"
"0005434723628",245,56,"19A"
"0005434550389",245,57,"18K"
"0005434723572",245,58,"19D"
"0005434550406",245,59,"19C"
"0005434723566",245,60,"19F"
"0005434723631",245,61,"19J"
"0005432277606",245,62,"19K"
"0005434550417",245,63,"20C"
"0005434550418",245,64,"20D"
"0005434723664",245,65,"20F"
"0005434723649",245,66,"20K"
"0005434723567",245,67,"21D"
"0005434723578",245,68,"21C"
"0005434550420",245,69,"21F"
"0005434550399",245,70,"21E"
"0005434723626",245,71,"21H"
"0005434723682",245,72,"21G"
"0005434723622",245,73,"21J"
"0005434723652",245,74,"22E"
"0005434723583",245,75,"22H"
"0005434302391",245,76,"22G"
"0005434723667",245,77,"22K"
"0005435142371",245,78,"22J"
"0005434723620",245,79,"23B"
"0005434723614",245,80,"23A"
"0005434550376",245,81,"23D"
"0005434723582",245,82,"23C"
"0005434550403",245,83,"23G"
"0005435142372",245,84,"23F"
"0005434723584",245,85,"23E"
"0005435142366",245,86,"23H"
"0005434550402",245,87,"23K"
"0005434723660",245,88,"24E"
"0005434731101",245,89,"24G"
"0005432277607",245,90,"25D"
"0005434723679",245,91,"25H"
"0005435142370",245,92,"26A"
"0005432277597",245,93,"25K"
"0005434550380",245,94,"25J"
"0005434723637",245,95,"26D"
"0005434550424",245,96,"26H"
"0005432277602",245,97,"26G"
"0005434723595",245,98,"26J"
"0005434723560",245,99,"27B"
"0005434723644",245,100,"27A"
"0005434723613",245,101,"26K"
"0005434723585",245,102,"27C"
"0005434723617",245,103,"27E"
"0005434550370",245,104,"28A"
"0005432277601",245,105,"28E"
"0005434723571",245,106,"28J"
"0005434550404",245,107,"28H"
"0005434550369",245,108,"29B"
"0005434723648",245,109,"29A"
"0005434723563",245,110,"28K"
"0005432277599",245,111,"29D"
"0005432277605",245,112,"29F"
"0005434731102",245,113,"29E"
"0005434723615",245,114,"29K"
"0005434723681",245,115,"30G"
"0005432277604",245,116,"30F"
"0005434735604",245,117,"30J"
"0005434723587",245,118,"31A"
"0005434723610",245,119,"30K"
"0005434723673",245,120,"31F"
"0005434550408",245,121,"31H"
"0005434723588",245,122,"31G"
"0005434550394",245,123,"32A"
"0005434550372",245,124,"31K"
"0005434723674",245,125,"32C"
"0005434723640",245,126,"32B"
"0005434723561",245,127,"32D"
"0005434735603",245,128,"32G"
"0005434723647",245,129,"33C"
"0005434550375",245,130,"33G"
"0005434723675",245,131,"33K"
"0005434550423",245,132,"34C"
"0005434723601",245,133,"34B"
"0005434550405",245,134,"34F"
"0005435142364",245,135,"34J"
"0005435142363",245,136,"34H"
"0005434723629",245,137,"35A"
"0005434550396",245,138,"34K"
"0005434550395",245,139,"35D"
"0005434735602",245,140,"35C"
"0005434550378",245,141,"35F"
"0005434723579",245,142,"35E"
"0005434723659",245,143,"36C"
"0005434723586",245,144,"36B"
"0005434723607",245,145,"36E"
"0005434723670",245,146,"36D"
"0005434723611",245,147,"36G"
"0005435142365",245,148,"36F"
"0005434731100",245,149,"36K"
"0005434723612",245,150,"36J"
"0005435142375",245,151,"37C"
"0005434723576",245,152,"37D"
"0005434723641",245,153,"37F"
"0005434550410",245,154,"37E"
"0005434723646",245,155,"37J"
"0005434723609",245,156,"37G"
"0005434723593",245,157,"37K"
"0005434550413",245,158,"38C"
"0005434723636",245,159,"38B"
"0005434723632",245,160,"38K"
"0005434550383",245,161,"39B"
"0005434723604",245,162,"39A"
"0005434723568",245,163,"39C"
"0005434723658",245,164,"39F"
"0005434550401",245,165,"39E"
"0005434723653",245,166,"39J"
"0005434723596",245,167,"40B"
"0005434723661",245,168,"40E"
"0005434550381",245,169,"40H"
